Name,Annotation status,Annotation area,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,SHAD,Unc,MAA,MAEC,MAEF,MAEN,MAF,MAG,MALA,MALCB,MAS
AR_PM_PE_MT_20181025_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,6.000,88.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,6.000,75.000,0.000,0.000,0.000,7.000,0.000,0.000,1.000,0.000,0.000,8.000,3.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,7.000,74.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000,0.000,0.000,10.000,4.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,80.000,0.000,0.000,0.000,6.000,0.000,0.000,6.000,0.000,0.000,3.000,5.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,80.000,0.000,0.000,0.000,1.000,0.000,0.000,5.000,0.000,0.000,3.000,7.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,93.000,0.000,0.000,0.000,2.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,91.000,0.000,0.000,0.000,1.000,0.000,2.000,2.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,84.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,5.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,76.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,10.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,95.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,1.000,95.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,1.000,0.000,0.000,4.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000
AR_PM_PE_MT_20181025_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,1.000,94.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.000,0.000,0.000,1.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.000,0.000,0.000,0.000,0.000,0.000,1.000,17.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.000,0.000,0.000,0.000,0.000,0.000,0.000,37.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.000,0.000,0.000,0.000,0.000,0.000,0.000,57.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,74.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000,0.000,0.000,64.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,0.000,0.000,0.000,0.000,0.000,0.000,62.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000
AR_PM_PL_HT_20181026_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000
AR_PM_PL_LT_20181026_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,17.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,69.000
AR_PM_PL_LT_20181026_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,12.000,0.000,0.000,0.000,8.000,0.000,0.000,17.000,62.000
AR_PM_PL_LT_20181026_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,64.000
AR_PM_PL_LT_20181026_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,16.000,0.000,0.000,0.000,10.000,1.000,0.000,2.000,70.000
AR_PM_PL_LT_20181026_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,14.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,83.000
AR_PM_PL_LT_20181026_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,3.000,1.000,0.000,1.000,81.000
AR_PM_PL_LT_20181026_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,2.000,0.000,0.000,16.000,0.000,0.000,0.000,74.000
AR_PM_PL_LT_20181026_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,13.000,0.000,0.000,0.000,11.000,0.000,0.000,14.000,59.000
AR_PM_PL_LT_20181026_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,20.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,67.000
AR_PM_PL_LT_20181026_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,31.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,62.000
AR_PM_PL_LT_20181026_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,27.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,62.000
AR_PM_PL_LT_20181026_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,30.000,0.000,0.000,0.000,4.000,0.000,0.000,3.000,62.000
AR_PM_PL_LT_20181026_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,86.000
AR_PM_PL_LT_20181026_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,78.000
AR_PM_PL_LT_20181026_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,67.000
AR_PM_PL_LT_20181026_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,63.000
AR_PM_PL_LT_20181026_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,15.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,77.000
AR_PM_PL_LT_20181026_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,11.000,0.000,0.000,6.000,59.000
AR_PM_PL_LT_20181026_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,1.000,0.000,0.000,22.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,61.000
AR_PM_PL_LT_20181026_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,3.000,0.000,3.000,20.000,0.000,0.000,0.000,8.000,0.000,0.000,1.000,61.000
AR_PM_PL_MT_20181026_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,75.000,0.000,0.000,0.000,3.000,0.000,0.000,6.000,0.000,0.000,1.000,6.000,0.000,0.000,0.000,8.000
AR_PM_PL_MT_20181026_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,2.000,72.000,0.000,0.000,0.000,3.000,0.000,0.000,9.000,0.000,0.000,1.000,3.000,0.000,0.000,0.000,10.000
AR_PM_PL_MT_20181026_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,4.000,64.000,0.000,0.000,0.000,2.000,0.000,0.000,4.000,0.000,0.000,7.000,17.000,0.000,0.000,0.000,2.000
AR_PM_PL_MT_20181026_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,63.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,6.000,22.000,0.000,0.000,0.000,2.000
AR_PM_PL_MT_20181026_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,43.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,15.000,18.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,1.000,46.000,0.000,0.000,0.000,6.000,0.000,0.000,2.000,0.000,0.000,27.000,15.000,0.000,0.000,0.000,3.000
AR_PM_PL_MT_20181026_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,3.000,52.000,0.000,0.000,0.000,7.000,0.000,0.000,1.000,0.000,0.000,30.000,7.000,0.000,0.000,0.000,0.000
AR_PM_PL_MT_20181026_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,2.000,57.000,0.000,0.000,0.000,12.000,0.000,2.000,0.000,0.000,0.000,24.000,2.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,89.000,0.000,0.000,0.000,1.000,0.000,0.000,4.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,4.000
AR_PM_PL_MT_20181026_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,3.000,85.000,0.000,0.000,0.000,4.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
AR_PM_PL_MT_20181026_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,84.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,4.000,3.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,84.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,5.000,77.000,0.000,0.000,0.000,5.000,0.000,0.000,6.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,5.000
AR_PM_PL_MT_20181026_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,3.000,76.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,10.000
AR_PM_PL_MT_20181026_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,93.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000
AR_PM_PL_MT_20181026_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,92.000,0.000,0.000,0.000,1.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,3.000,94.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PL_MT_20181026_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,1.000,93.000,0.000,0.000,0.000,1.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,90.000,0.000,0.000,0.000,3.000,0.000,1.000,3.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,1.000
AR_PM_PL_MT_20181026_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,92.000,0.000,0.000,0.000,2.000,0.000,1.000,4.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,98.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,91.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000
CO_GI_LM_HT_20181014_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,3.000,0.000,2.000,94.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_HT_20181014_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000,0.000,64.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.000,0.000,0.000,0.000,0.000,0.000,31.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.000,0.000,0.000,0.000,0.000,0.000,26.000,8.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.000,0.000,0.000,0.000,0.000,0.000,23.000,7.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.000,0.000,0.000,0.000,0.000,0.000,8.000,10.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.000,0.000,0.000,0.000,0.000,0.000,10.000,16.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,49.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,62.000,0.000,0.000,0.000,0.000,0.000,37.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.000,0.000,0.000,0.000,0.000,0.000,17.000,1.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.000,0.000,0.000,0.000,0.000,0.000,12.000,2.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000
CO_GI_LM_LT_20181014_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000
