Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Camera,Depth,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,LICHEN,MAA,MAEN,MAEF,MAF,MAG,MALA,SP,WPOT,SC
CO_GI_LM_HT_20181014_Q01.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q02.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q03.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q04.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q05.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q06.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q07.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q08.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q09.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_HT_20181014_Q10.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_LT_20181014_Q01.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,85,0,0,0,0,0,0,0,0,15
CO_GI_LM_LT_20181014_Q02.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,16,0,0,0,84
CO_GI_LM_LT_20181014_Q03.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,2,1,5,0,1,23,0,0,0,68
CO_GI_LM_LT_20181014_Q04.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,3,0,0,0,0,9,0,0,0,88
CO_GI_LM_LT_20181014_Q05.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,50,0,0,0,0,0,0,0,0,50
CO_GI_LM_LT_20181014_Q06.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,32,2,0,0,0,0,0,0,0,66
CO_GI_LM_LT_20181014_Q07.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,3,0,12,0,0,0,0,0,0,85
CO_GI_LM_LT_20181014_Q08.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,3,0,2,0,0,0,0,0,0,95
CO_GI_LM_LT_20181014_Q09.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,11,0,0,0,11,0,0,0,78
CO_GI_LM_LT_20181014_Q10.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,65,0,0,0,0,0,0,0,0,35
CO_GI_LM_MT_20181014_Q01.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,1,0,0,0,0,0,0,98
CO_GI_LM_MT_20181014_Q02.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LM_MT_20181014_Q03.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,4,0,1,0,0,0,0,0,0,95
CO_GI_LM_MT_20181014_Q04.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,2,0,0,0,0,0,0,97
CO_GI_LM_MT_20181014_Q05.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,1,0,0,0,0,0,0,98
CO_GI_LM_MT_20181014_Q06.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,0,0,0,0,0,0,0,99
CO_GI_LM_MT_20181014_Q07.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,20,0,0,0,0,0,0,0,0,80
CO_GI_LM_MT_20181014_Q08.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,24,0,0,0,0,0,0,75
CO_GI_LM_MT_20181014_Q09.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,4,0,3,0,0,0,0,0,0,93
CO_GI_LM_MT_20181014_Q10.jpg,10/14/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA MANCORA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,5,0,45,0,0,9,0,0,0,41
CO_GI_LV_HT_20181010_Q01.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q02.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,98
CO_GI_LV_HT_20181010_Q03.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q04.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q05.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q06.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q07.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q08.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,99
CO_GI_LV_HT_20181010_Q09.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_HT_20181010_Q10.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_LV_LT_20181011_Q01.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,1,1,0,82,15,0,0,15
CO_GI_LV_LT_20181011_Q02.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,40,0,7,0,0,0,0,0,0,53
CO_GI_LV_LT_20181011_Q03.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,2,1,0,0,71,0,0,0,26
CO_GI_LV_LT_20181011_Q04.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,3,3,1,0,1,80,0,0,0,12
CO_GI_LV_LT_20181011_Q05.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,32,0,0,0,1,57,0,0,0,10
CO_GI_LV_LT_20181011_Q06.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,27,8,0,2,1,62,0,0,0,1
CO_GI_LV_LT_20181011_Q07.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,62,2,0,0,1,24,0,0,0,11
CO_GI_LV_LT_20181011_Q08.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,2,0,1,0,0,82,0,0,0,15
CO_GI_LV_LT_20181011_Q09.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,1,0,0,51,0,1,0,46
CO_GI_LV_LT_20181011_Q10.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,65,0,0,0,0,32,0,0,0,3
CO_GI_LV_MT_20181010_Q01.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,2,0,11,0,0,0,0,0,0,87
CO_GI_LV_MT_20181010_Q02.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,38,0,0,0,0,0,0,0,0,62
CO_GI_LV_MT_20181010_Q03.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,65,0,0,0,0,14,0,0,0,21
CO_GI_LV_MT_20181010_Q04.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,39,0,1,0,0,0,0,0,0,60
CO_GI_LV_MT_20181010_Q05.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,27,0,0,0,73
CO_GI_LV_MT_20181010_Q06.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,15,0,0,0,0,0,0,0,0,85
CO_GI_LV_MT_20181010_Q07.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,5,0,0,0,0,0,0,0,0,95
CO_GI_LV_MT_20181010_Q08.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,4,0,0,0,0,2,0,0,0,94
CO_GI_LV_MT_20181010_Q09.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,6,0,0,0,0,0,0,0,0,94
CO_GI_LV_MT_20181010_Q10.jpg,10/10/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,LA VENTANA,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,15,0,3,0,0,0,0,0,0,82
CO_GI_PV_HT_20181012_Q01.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q02.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q03.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q04.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q05.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q06.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q07.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q08.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,98
CO_GI_PV_HT_20181012_Q09.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_HT_20181012_Q10.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,HIGHTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,100
CO_GI_PV_LT_20181012_Q01.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,20,0,3,0,0,0,0,0,0,77
CO_GI_PV_LT_20181012_Q02.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,35,0,0,0,0,0,0,0,1,64
CO_GI_PV_LT_20181012_Q03.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,40,0,1,0,0,0,0,0,0,59
CO_GI_PV_LT_20181012_Q04.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,16,11,1,0,0,0,0,0,0,72
