Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Camera,Depth,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,LICHEN,MAA,MAEN,MAEF,MAF,MAG,MALA,SP,WPOT,SC
CO_GI_PV_LT_20181012_Q05.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,3,4,5,0,0,0,0,0,1,87
CO_GI_PV_LT_20181012_Q06.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,13,1,7,0,0,0,0,0,0,79
CO_GI_PV_LT_20181012_Q07.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,59,0,2,0,0,0,0,0,0,39
CO_GI_PV_LT_20181012_Q08.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,58,0,5,0,0,0,0,0,0,37
CO_GI_PV_LT_20181012_Q09.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,78,0,1,0,0,0,0,0,0,21
CO_GI_PV_LT_20181012_Q10.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,LOWTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,64,0,2,0,0,0,0,0,0,34
CO_GI_PV_MT_20181012_Q01.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,2,0,0,0,0,0,48,50
CO_GI_PV_MT_20181012_Q02.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,2,98
CO_GI_PV_MT_20181012_Q03.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,86,14
CO_GI_PV_MT_20181012_Q04.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,8,0,26,0,0,21,0,0,6,39
CO_GI_PV_MT_20181012_Q05.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,6,0,7,0,0,0,0,0,5,82
CO_GI_PV_MT_20181012_Q06.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,0,0,0,0,0,0,0,99
CO_GI_PV_MT_20181012_Q07.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,4,0,12,0,0,0,0,0,8,76
CO_GI_PV_MT_20181012_Q08.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,19,0,6,0,0,0,0,0,25,50
CO_GI_PV_MT_20181012_Q09.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,2,0,5,0,0,0,0,0,28,65
CO_GI_PV_MT_20181012_Q10.jpg,10/12/2018,Rocky shore,COLOMBIA,GORGONA ISLAND,PLAYA VERDE,MIDTIDE,,,,CANON G16,,,,,50 x 50 ,,,Visual,X: 0 - 100% / Y: 0 - 100%,14,0,5,0,0,0,0,0,16,65
