Name,Annotation status,Annotation area,CNTR,CRB,MOB,SP,WPOT,SU,SC,MAA,MAEN,MAENRC,MAFG,MAFR,MAG,MALCB,MASB,MASG
AR_PM_PL_LT_20181026_Q02.jpg,Confirmed,(Imported points; not specified),0,0,0,0,0,0,1,18,0,0,0,13,1,8,0,59
AR_PM_PL_LT_20181026_Q03.jpg,Confirmed,(Imported points; not specified),0,0,0,0,0,0,0,15,0,0,0,2,1,0,0,82
AR_PM_PL_LT_20181026_Q04.jpg,Confirmed,(Imported points; not specified),0,0,1,0,0,0,0,9,0,0,0,3,0,16,3,68
AR_PM_PL_LT_20181026_Q05.jpg,Confirmed,(Imported points; not specified),0,0,0,0,0,0,2,33,0,0,0,2,2,0,0,61
AR_PM_PL_LT_20181026_Q06.jpg,Confirmed,(Imported points; not specified),0,0,0,0,0,0,0,37,0,0,0,3,0,2,0,58
AR_PM_PL_LT_20181026_Q07.jpg,Confirmed,(Imported points; not specified),0,0,1,0,0,0,0,13,0,0,0,2,1,0,0,83
AR_PM_PL_LT_20181026_Q08.jpg,Confirmed,(Imported points; not specified),0,0,0,0,1,0,0,28,0,0,0,5,0,0,0,66
AR_PM_PL_LT_20181026_Q09.jpg,Confirmed,(Imported points; not specified),0,0,2,0,0,0,0,21,0,0,0,5,1,4,0,67
AR_PM_PL_LT_20181026_Q10.jpg,Confirmed,(Imported points; not specified),0,0,7,0,0,0,1,27,0,0,2,2,3,3,0,55
AR_PM_PL_MT_20181026_Q01.jpg,Confirmed,(Imported points; not specified),0,0,72,0,0,0,1,12,0,0,3,3,0,0,0,9
AR_PM_PL_MT_20181026_Q02.jpg,Confirmed,(Imported points; not specified),0,3,67,0,0,0,6,3,5,0,15,0,0,0,0,1
AR_PM_PL_MT_20181026_Q03.jpg,Confirmed,(Imported points; not specified),0,3,43,0,0,0,29,3,5,0,17,0,0,0,0,0
AR_PM_PL_MT_20181026_Q04.jpg,Confirmed,(Imported points; not specified),0,6,52,0,0,0,28,0,7,0,5,0,0,0,0,2
AR_PM_PL_MT_20181026_Q05.jpg,Confirmed,(Imported points; not specified),0,0,85,0,0,0,0,8,1,0,2,1,0,0,0,3
AR_PM_PL_MT_20181026_Q06.jpg,Confirmed,(Imported points; not specified),0,5,82,0,0,0,7,1,1,0,1,0,0,0,0,3
AR_PM_PL_MT_20181026_Q07.jpg,Confirmed,(Imported points; not specified),0,1,71,0,0,0,1,20,0,0,0,0,0,0,0,7
AR_PM_PL_MT_20181026_Q08.jpg,Confirmed,(Imported points; not specified),0,2,90,0,0,0,1,4,0,0,2,0,0,0,0,1
AR_PM_PL_MT_20181026_Q09.jpg,Confirmed,(Imported points; not specified),0,1,94,0,0,0,1,2,1,0,0,0,0,0,0,1
AR_PM_PL_MT_20181026_Q10.jpg,Confirmed,(Imported points; not specified),0,0,90,0,0,0,4,2,1,0,1,0,0,0,0,2
DSCN2633.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,90,0,0,0,1,3,0,0,0,0,0,1,0,3
DSCN2634.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,78,0,0,0,11,4,0,0,1,0,0,1,0,2
DSCN2635.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,96,0,0,0,3,1,0,0,0,0,0,0,0,0
DSCN2636.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,88,0,0,0,5,3,1,0,0,0,0,0,0,2
DSCN2637.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,89,0,0,0,8,0,0,0,1,0,0,0,0,2
DSCN2638.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,86,0,0,0,4,7,0,0,0,0,0,0,0,1
DSCN2639.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,95,0,0,0,4,0,0,0,0,0,0,0,0,1
DSCN2640.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,97,0,0,0,0,2,0,0,0,0,0,0,0,1
DSCN2641.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,81,0,0,0,0,18,0,0,1,0,0,0,0,0
DSCN2642.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,89,0,0,0,2,7,0,0,0,0,0,1,0,0
DSCN2659.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,29,0,0,0,71,0,0,0,0,0
DSCN2660.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,51,0,0,0,49,0,0,0,0,0
DSCN2661.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,36,0,0,0,64,0,0,0,0,0
DSCN2662.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,39,0,0,0,61,0,0,0,0,0
DSCN2663.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,54,0,0,0,0,0
DSCN2664.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,52,0,0,0,0,2
DSCN2665.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,57,1,0,0,39,0,0,0,0,3
DSCN2666.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,53,0,0,0,0,1
DSCN2667.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,73,2,0,0,22,0,0,0,0,2
DSCN2668.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,54,0,0,0,0,0
DSCN2685.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,75
DSCN2686.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,27,0,0,1,3,0,9,0,59
DSCN2687.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,4,0,0,0,0,35,0,0,0,1,0,6,0,54
DSCN2688.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,81
DSCN2689.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,2,22,0,0,0,1,0,5,0,69
DSCN2690.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,18,0,0,0,2,0,2,0,77
DSCN2691.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,2,32,0,0,0,1,0,1,0,63
DSCN2692.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,1,35,0,0,0,0,0,0,0,63
DSCN2693.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,2,27,0,0,0,0,0,0,0,70
DSCN2694.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,2,26,0,0,0,1,0,0,0,71
