Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,CRB,MOB,CNTR,SP,WPOT,SU,SC,MAFG,MAEN,MAENRC,MAFR,MAA,MAG,MASB,MASG,MALCB
AR_PM_PL_HT_20181126_Q07_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2655,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,77,22,0,0,0,0,0,0,0,0
AR_PM_PL_HT_20181126_Q08_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2656,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,57,42,0,0,0,0,0,0,0,0
AR_PM_PL_HT_20181126_Q09_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2657,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,73,27,0,0,0,0,0,0,0,0
AR_PM_PL_HT_20181126_Q10_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2658,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,79,20,0,0,0,0,0,0,0,0
AR_PM_PL_MT_20181126_Q01_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2623,Visual,X: 0 - 100% / Y: 0 - 100%,1,80,0,0,0,0,1,4,1,0,1,4,0,0,8,0
AR_PM_PL_MT_20181126_Q02_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2624,Visual,X: 0 - 100% / Y: 0 - 100%,4,78,0,0,0,0,1,9,5,0,0,0,0,0,3,0
AR_PM_PL_MT_20181126_Q03_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2625,Visual,X: 0 - 100% / Y: 0 - 100%,3,67,0,0,0,0,3,4,19,0,0,1,0,0,3,0
AR_PM_PL_MT_20181126_Q04_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2626,Visual,X: 0 - 100% / Y: 0 - 100%,10,65,0,0,0,0,4,4,15,0,0,0,0,0,2,0
AR_PM_PL_MT_20181126_Q05_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2627,Visual,X: 0 - 100% / Y: 0 - 100%,0,90,0,0,0,0,3,3,0,0,0,3,0,0,1,0
AR_PM_PL_MT_20181126_Q06_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2628,Visual,X: 0 - 100% / Y: 0 - 100%,3,83,0,0,0,0,4,3,4,0,0,0,0,0,3,0
AR_PM_PL_MT_20181126_Q07_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2629,Visual,X: 0 - 100% / Y: 0 - 100%,1,87,0,0,0,0,1,4,0,0,0,3,0,0,4,0
AR_PM_PL_MT_20181126_Q08_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2630,Visual,X: 0 - 100% / Y: 0 - 100%,1,94,0,0,0,0,1,1,0,0,0,2,0,0,1,0
AR_PM_PL_MT_20181126_Q09_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2631,Visual,X: 0 - 100% / Y: 0 - 100%,2,93,0,0,0,0,1,0,2,0,0,1,0,0,1,0
AR_PM_PL_MT_20181126_Q10_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2632,Visual,X: 0 - 100% / Y: 0 - 100%,1,89,0,0,0,0,2,4,1,1,0,1,0,0,1,0
AR_PM_PL_LT_20181126_Q01_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2675,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,0,1,0,7,55,1,0,29,7
AR_PM_PL_LT_20181126_Q02_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2676,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,1,0,1,0,3,0,2,1,0,59,2,0,23,7
AR_PM_PL_LT_20181126_Q03_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2677,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,2,0,0,6,52,2,0,37,0
AR_PM_PL_LT_20181126_Q04_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2678,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,1,2,0,6,49,0,0,33,7
AR_PM_PL_LT_20181126_Q05_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2679,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,0,0,0,6,71,2,1,18,0
AR_PM_PL_LT_20181126_Q06_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2680,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,1,0,1,9,60,2,0,24,1
AR_PM_PL_LT_20181126_Q07_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2681,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,0,1,0,0,4,69,2,0,22,1
AR_PM_PL_LT_20181126_Q08_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2682,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,0,1,0,1,0,9,59,3,0,24,1
AR_PM_PL_LT_20181126_Q09_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2683,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,1,1,0,0,5,64,1,1,24,2
AR_PM_PL_LT_20181126_Q10_visual,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,,,,,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,DSCN2684,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,1,0,2,0,3,0,6,64,2,0,22,0
