"","Name","Date","habitat","country","locality","site","strata","Height..cm.","Latitude","Longitude","Depth","Camera","Photographer","Water.quality","Strobes","Framing.gear.used","White.balance.card","Comments","Annotation.status","Annotation.area","CRB","MOB","CNTR","WPOT","SC","MAF","MAEN","MAA","MAG","MAS","MALCB","MOG","CNCA","Unc"
"568","AR_PM_PL_LT_20181026_Q05_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,1,4,0,35,0,60,0,0,0,0
"569","AR_PM_PL_LT_20181026_Q05_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,0,0,0,0,1,0,31,0,62,0,0,0,6
"570","AR_PM_PL_LT_20181026_Q05.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,2,7,0,24,0,67,0,0,0,0
"571","AR_PM_PL_LT_20181026_Q06_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,4,0,32,0,64,0,0,0,0
"572","AR_PM_PL_LT_20181026_Q06_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,0,7,0,30,0,62,1,0,0,0
"573","AR_PM_PL_LT_20181026_Q06_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,0,0,0,0,4,0,30,0,62,3,0,0,1
"574","AR_PM_PL_LT_20181026_Q06.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,5,0,31,0,64,0,0,0,0
"575","AR_PM_PL_LT_20181026_Q07_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,4,0,11,0,85,0,0,0,0
"576","AR_PM_PL_LT_20181026_Q07_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,0,8,0,11,0,81,0,0,0,0
"577","AR_PM_PL_LT_20181026_Q07_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,2,0,0,0,6,0,14,0,78,0,0,0,0
"578","AR_PM_PL_LT_20181026_Q07.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,4,0,11,0,85,0,0,0,0
"579","AR_PM_PL_LT_20181026_Q08_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,5,0,24,0,71,0,0,0,0
"580","AR_PM_PL_LT_20181026_Q08_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,1,0,0,2,9,0,24,0,64,0,0,0,0
"581","AR_PM_PL_LT_20181026_Q08_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,3,0,0,0,10,0,24,0,63,0,0,0,0
"582","AR_PM_PL_LT_20181026_Q08.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,4,0,24,0,72,0,0,0,0
"583","AR_PM_PL_LT_20181026_Q09_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,0,4,0,18,0,77,0,0,0,0
"584","AR_PM_PL_LT_20181026_Q09_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,0,10,0,16,0,71,3,0,0,0
"585","AR_PM_PL_LT_20181026_Q09_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,3,0,0,0,11,0,21,0,59,6,0,0,0
"586","AR_PM_PL_LT_20181026_Q09.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,0,2,0,21,0,77,0,0,0,0
"587","AR_PM_PL_LT_20181026_Q10_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,2,0,0,1,9,0,23,0,65,0,0,0,0
"588","AR_PM_PL_LT_20181026_Q10_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,3,0,0,4,10,1,24,1,52,5,0,0,0
"589","AR_PM_PL_LT_20181026_Q10_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,4,0,0,3,8,0,20,0,61,1,0,0,3
"590","AR_PM_PL_LT_20181026_Q10.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","LOWTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,2,0,0,0,8,0,25,0,65,0,0,0,0
"591","AR_PM_PL_MT_20181026_Q01_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,76,0,0,1,5,1,8,0,9,0,0,0,0
"592","AR_PM_PL_MT_20181026_Q01_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,71,0,0,3,6,1,7,0,10,2,0,0,0
"593","AR_PM_PL_MT_20181026_Q01_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",2,72,0,0,3,3,1,9,0,10,0,0,0,0
"594","AR_PM_PL_MT_20181026_Q01.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",1,77,0,0,2,5,0,6,0,9,0,0,0,0
"595","AR_PM_PL_MT_20181026_Q02_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",5,66,0,0,2,18,0,7,0,2,0,0,0,0
"596","AR_PM_PL_MT_20181026_Q02_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,57,0,0,6,15,10,6,0,3,3,0,0,0
"597","AR_PM_PL_MT_20181026_Q02_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",4,63,0,0,2,22,6,1,0,2,0,0,0,0
"598","AR_PM_PL_MT_20181026_Q02.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",6,67,0,0,3,16,0,5,0,3,0,0,0,0
"599","AR_PM_PL_MT_20181026_Q03_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,46,0,0,19,18,11,3,0,3,0,0,0,0
"600","AR_PM_PL_MT_20181026_Q03_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",1,39,0,0,22,16,21,0,0,1,0,0,0,0
"601","AR_PM_PL_MT_20181026_Q03_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",1,46,0,0,6,15,27,2,0,3,0,0,0,0
"602","AR_PM_PL_MT_20181026_Q03.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,41,0,0,19,23,10,2,0,5,0,0,0,0
"603","AR_PM_PL_MT_20181026_Q04_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",8,52,0,0,10,5,19,5,0,1,0,0,0,0
"604","AR_PM_PL_MT_20181026_Q04_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,50,0,0,13,4,30,0,0,3,0,0,0,0
"605","AR_PM_PL_MT_20181026_Q04_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",2,57,0,0,12,2,24,0,0,1,0,0,0,2
"606","AR_PM_PL_MT_20181026_Q04.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",5,52,0,0,9,6,18,9,0,1,0,0,0,0
"607","AR_PM_PL_MT_20181026_Q05_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,90,0,0,0,0,0,6,0,4,0,0,0,0
"608","AR_PM_PL_MT_20181026_Q05_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,87,0,0,0,2,0,5,0,4,2,0,0,0
"609","AR_PM_PL_MT_20181026_Q05_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",3,85,0,0,4,0,0,6,0,2,0,0,0,0
"610","AR_PM_PL_MT_20181026_Q05.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,91,0,0,0,1,0,5,0,3,0,0,0,0
"611","AR_PM_PL_MT_20181026_Q06_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",2,85,0,0,3,2,3,2,0,3,0,0,0,0
"612","AR_PM_PL_MT_20181026_Q06_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,75,0,1,8,2,4,4,0,3,3,0,0,0
"613","AR_PM_PL_MT_20181026_Q06_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",4,84,0,0,7,1,3,0,0,1,0,0,0,0
"614","AR_PM_PL_MT_20181026_Q06.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",1,83,0,0,5,2,2,4,0,3,0,0,0,0
"615","AR_PM_PL_MT_20181026_Q07_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",1,82,0,0,1,0,0,11,0,5,0,0,0,0
"616","AR_PM_PL_MT_20181026_Q07_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",1,74,0,0,1,0,5,14,0,5,0,0,0,0
"617","AR_PM_PL_MT_20181026_Q07_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",3,76,0,0,0,4,0,7,0,10,0,0,0,0
"618","AR_PM_PL_MT_20181026_Q07.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",4,82,0,0,2,0,1,4,0,7,0,0,0,0
"619","AR_PM_PL_MT_20181026_Q08_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,96,0,0,3,0,0,1,0,0,0,0,0,0
"620","AR_PM_PL_MT_20181026_Q08_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,94,0,0,1,2,1,2,0,0,0,0,0,0
"621","AR_PM_PL_MT_20181026_Q08_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,92,0,0,1,0,0,6,0,1,0,0,0,0
"622","AR_PM_PL_MT_20181026_Q08.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,97,0,0,2,0,0,1,0,0,0,0,0,0
"623","AR_PM_PL_MT_20181026_Q09_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",1,97,0,0,1,0,0,1,0,0,0,0,0,0
"624","AR_PM_PL_MT_20181026_Q09_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,92,0,0,0,0,3,3,0,1,1,0,0,0
"625","AR_PM_PL_MT_20181026_Q09_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",1,93,0,0,1,0,1,2,0,1,0,0,0,1
"626","AR_PM_PL_MT_20181026_Q09.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",1,97,0,0,1,0,0,1,0,0,0,0,0,0
"627","AR_PM_PL_MT_20181026_Q10_50alleviate.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,91,0,0,4,0,0,4,0,1,0,0,0,0
"628","AR_PM_PL_MT_20181026_Q10_human.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,90,0,0,4,1,1,3,0,1,0,0,0,0
"629","AR_PM_PL_MT_20181026_Q10_Random.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,92,0,0,2,0,1,4,0,0,0,0,0,1
"630","AR_PM_PL_MT_20181026_Q10.jpg",2018-10-26,"ROCKY SHORE","ARGENTINA","PUERTO MADRYN","PUNTA LOMA","MIDTIDE",60,"-42.812067","-64.891925",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","NO","50 x 50","NO","Robot","Unconfirmed","X: 0 - 100% / Y: 0 - 100%",0,90,0,0,4,1,0,4,0,1,0,0,0,0
"631","CO_GI_LM_HT_20181014_Q01_50alleviate.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,98,2,0,0,0,0,0,0,0,0
"632","CO_GI_LM_HT_20181014_Q01_human.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,100,0,0,0,0,0,0,0,0,0
"633","CO_GI_LM_HT_20181014_Q01_Random.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,0,0,0,99,1,0,0,0,0,0,0,0,0
"634","CO_GI_LM_HT_20181014_Q01.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Robot","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,98,2,0,0,0,0,0,0,0,0
"635","CO_GI_LM_HT_20181014_Q02_50alleviate.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Alleviate","Confirmed","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,100,0,0,0,0,0,0,0,0,0
"636","CO_GI_LM_HT_20181014_Q02_human.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Human","Confirmed","(Imported points; not specified)",0,0,0,0,100,0,0,0,0,0,0,0,0,0
"637","CO_GI_LM_HT_20181014_Q02_Random.jpg",2018-10-14,"ROCKY SHORE","COLOMBIA","GORGONA ISLAND","LA MANCORA","HIGHTIDE",60,"0","0",0,"CANON G16","Edgardo","INTERTIDAL","NO","50 x 50","NO","Human.random","Confirmed","(Imported points; not specified)",0,0,0,0,100,0,0,0,0,0,0,0,0,0
