"","Name","Date","habitat","country","locality","site","strata","Height..cm.","Latitude","Longitude","Depth","Camera","Photographer","Water.quality","Strobes","Framing.gear.used","White.balance.card","Comments","Annotation.status","Annotation.area","CRB","MOB","CNTR","WPOT","SC","MAF","MAEN","MAA","MAG","MAS","MALCB","MOG","CNCA","Unc"
"16","AR_PM_PC_MT_20181105_Q06.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",4,87,0,0,2,2,3,1,0,1,0,0,0,0
"17","AR_PM_PC_MT_20181105_Q07.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",7,89,0,0,2,1,1,0,0,0,0,0,0,0
"18","AR_PM_PC_MT_20181105_Q08.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",5,94,0,0,1,0,0,0,0,0,0,0,0,0
"19","AR_PM_PC_MT_20181105_Q09.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",4,86,0,0,6,3,1,0,0,0,0,0,0,0
"20","AR_PM_PC_MT_20181105_Q10.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",7,87,0,0,1,1,4,0,0,0,0,0,0,0
"21","AR_PM_PC_LT_20181105_Q01.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,2,30,9,2,43,0,14,0,0,0,0
"22","AR_PM_PC_LT_20181105_Q02.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,8,71,7,0,5,0,9,0,0,0,0
"23","AR_PM_PC_LT_20181105_Q03.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,62,4,0,22,0,12,0,0,0,0
"24","AR_PM_PC_LT_20181105_Q04.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,18,59,2,0,21,0,0,0,0,0,0
"25","AR_PM_PC_LT_20181105_Q05.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,7,54,1,0,6,0,32,0,0,0,0
"26","AR_PM_PC_LT_20181105_Q06.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,5,62,6,0,10,0,17,0,0,0,0
"27","AR_PM_PC_LT_20181105_Q07.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,4,57,3,0,16,0,20,0,0,0,0
"28","AR_PM_PC_LT_20181105_Q08.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,63,6,0,23,0,8,0,0,0,0
"29","AR_PM_PC_LT_20181105_Q09.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,2,48,15,0,18,0,17,0,0,0,0
"30","AR_PM_PC_LT_20181105_Q10.jpg",2018-11-05,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA CUEVAS","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,8,58,8,0,10,0,16,0,0,0,0
"31","AR_PM_PE_HT_20181025_Q02.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",11,1,0,0,84,4,0,0,0,0,0,0,0,0
"32","AR_PM_PE_HT_20181025_Q03.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",4,0,0,0,89,7,0,0,0,0,0,0,0,0
"33","AR_PM_PE_HT_20181025_Q01.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",2,0,0,0,92,6,0,0,0,0,0,0,0,0
"34","AR_PM_PE_HT_20181025_Q04.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",3,0,0,0,93,3,1,0,0,0,0,0,0,0
"35","AR_PM_PE_HT_20181025_Q05.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",4,0,0,0,85,9,2,0,0,0,0,0,0,0
"36","AR_PM_PE_HT_20181025_Q06.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",9,0,0,0,86,5,0,0,0,0,0,0,0,0
"37","AR_PM_PE_HT_20181025_Q07.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",3,0,0,0,93,1,3,0,0,0,0,0,0,0
"38","AR_PM_PE_HT_20181025_Q08.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,0,0,0,63,32,4,0,0,0,0,0,0,0
"39","AR_PM_PE_HT_20181025_Q09.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",11,0,0,0,61,11,17,0,0,0,0,0,0,0
"40","AR_PM_PE_HT_20181025_Q10.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,0,0,0,78,21,0,0,0,0,0,0,0,0
"41","AR_PM_PE_MT_20181025_Q01.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",5,90,0,0,2,0,2,1,0,0,0,0,0,0
"42","AR_PM_PE_MT_20181025_Q02.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",3,89,0,0,2,1,3,2,0,0,0,0,0,0
"43","AR_PM_PE_MT_20181025_Q03.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,96,0,0,2,0,1,0,0,0,0,0,0,0
"44","AR_PM_PE_MT_20181025_Q04.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",2,89,0,0,2,2,5,0,0,0,0,0,0,0
"45","AR_PM_PE_MT_20181025_Q05.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",6,83,0,0,2,3,5,1,0,0,0,0,0,0
"46","AR_PM_PE_MT_20181025_Q06.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",2,85,0,0,3,3,5,2,0,0,0,0,0,0
"47","AR_PM_PE_MT_20181025_Q07.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,92,0,0,2,1,2,2,0,0,0,0,0,0
"48","AR_PM_PE_MT_20181025_Q08.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",2,86,0,0,4,1,7,0,0,0,0,0,0,0
"49","AR_PM_PE_MT_20181025_Q09.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,96,0,0,1,0,2,0,0,0,0,0,0,0
"50","AR_PM_PE_MT_20181025_Q10.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,94,0,0,1,1,0,2,0,1,0,0,0,0
"51","AR_PM_PE_LT_20181025_Q01.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,1,0,6,20,0,60,1,10,0,0,0,0
"52","AR_PM_PE_LT_20181025_Q02.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,1,0,1,22,0,58,0,16,0,0,0,0
"53","AR_PM_PE_LT_20181025_Q03.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,1,82,0,2,1,9,4,0,0,0
"54","AR_PM_PE_LT_20181025_Q04.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,3,61,0,9,1,17,8,0,0,0
"55","AR_PM_PE_LT_20181025_Q05.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,1,1,2,57,0,9,2,23,4,0,0,0
"56","AR_PM_PE_LT_20181025_Q06.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,1,0,5,56,0,18,1,18,1,0,0,0
"57","AR_PM_PE_LT_20181025_Q07.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,1,1,2,20,0,58,2,14,0,0,0,0
"58","AR_PM_PE_LT_20181025_Q08.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,1,3,26,0,7,1,61,0,0,0,0
"59","AR_PM_PE_LT_20181025_Q09.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,1,1,1,65,1,13,2,14,1,0,0,0
"60","AR_PM_PE_LT_20181025_Q10.jpg",2018-10-25,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA ESTE","LOWTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,2,1,4,32,1,50,0,8,1,0,0,0
"61","AR_PM_PL_HT_20181026_Q01.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,0,0,70,28,0,0,0,0,0,0,0,0
"62","AR_PM_PL_HT_20181026_Q02.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,75,24,0,0,0,0,0,0,0,0
"63","AR_PM_PL_HT_20181026_Q03.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,90,9,0,0,0,0,0,0,0,0
"64","AR_PM_PL_HT_20181026_Q04.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,0,0,84,14,0,0,0,0,0,0,0,0
"65","AR_PM_PL_HT_20181026_Q05.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,2,0,0,84,14,0,0,0,0,0,0,0,0
"66","AR_PM_PL_HT_20181026_Q06.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,3,0,0,73,24,0,0,0,0,0,0,0,0
"67","AR_PM_PL_HT_20181026_Q07.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,77,22,0,0,0,0,0,0,0,0
"68","AR_PM_PL_HT_20181026_Q08.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,57,42,0,0,0,0,0,0,0,0
"69","AR_PM_PL_HT_20181026_Q09.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,0,0,0,73,27,0,0,0,0,0,0,0,0
"70","AR_PM_PL_HT_20181026_Q10.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","HIGHTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",0,1,0,0,79,20,0,0,0,0,0,0,0,0
"71","AR_PM_PL_MT_20181026_Q01.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",1,80,0,0,1,5,1,4,0,8,0,0,0,0
"72","AR_PM_PL_MT_20181026_Q02.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",4,78,0,0,1,9,5,0,0,3,0,0,0,0
"73","AR_PM_PL_MT_20181026_Q03.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",3,67,0,0,3,4,19,1,0,3,0,0,0,0
"74","AR_PM_PL_MT_20181026_Q04.jpg",2018-10-26,"Rocky shore","ARGENTINA","Puerto Madryn","PUNTA LOMA","MIDTIDE",0,"0","0",0,"NIKON COOLPIX AW130","Bigatti","INTERTIDAL","2018","50 x 50","0","visual","Visual","X: 0 - 100% / Y: 0 - 100%",10,65,0,0,4,4,15,0,0,2,0,0,0,0
