Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,CRB,MOB,CNTR,WPOT,SC,MAF,MAEN,MAA,MAG,MAS,MALCB
AR_PM_PL_HT_20181026_Q08.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,57,42,0,0,0,0,0
AR_PM_PL_HT_20181026_Q09.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,73,27,0,0,0,0,0
AR_PM_PL_HT_20181026_Q10.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,HIGHTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,79,20,0,0,0,0,0
AR_PM_PL_MT_20181026_Q01.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,1,80,0,0,1,5,1,4,0,8,0
AR_PM_PL_MT_20181026_Q02.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,4,78,0,0,1,9,5,0,0,3,0
AR_PM_PL_MT_20181026_Q03.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,3,67,0,0,3,4,19,1,0,3,0
AR_PM_PL_MT_20181026_Q04.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,10,65,0,0,4,4,15,0,0,2,0
AR_PM_PL_MT_20181026_Q05.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,90,0,0,3,3,0,3,0,1,0
AR_PM_PL_MT_20181026_Q06.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,3,83,0,0,4,3,4,0,0,3,0
AR_PM_PL_MT_20181026_Q07.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,1,87,0,0,1,4,0,3,0,4,0
AR_PM_PL_MT_20181026_Q08.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,1,94,0,0,1,1,0,2,0,1,0
AR_PM_PL_MT_20181026_Q09.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,2,93,0,0,1,0,2,1,0,1,0
AR_PM_PL_MT_20181026_Q10.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,MIDTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,1,89,0,0,2,4,2,1,0,1,0
AR_PM_PL_LT_20181026_Q01.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,7,1,55,1,29,7
AR_PM_PL_LT_20181026_Q02.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,1,1,3,0,3,59,2,23,7
AR_PM_PL_LT_20181026_Q03.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,8,0,52,2,37,0
AR_PM_PL_LT_20181026_Q04.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,7,2,49,0,33,7
AR_PM_PL_LT_20181026_Q05.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,6,0,71,2,19,0
AR_PM_PL_LT_20181026_Q06.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,10,1,60,2,24,1
AR_PM_PL_LT_20181026_Q07.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,5,0,69,2,22,1
AR_PM_PL_LT_20181026_Q08.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,1,1,9,1,59,3,24,1
AR_PM_PL_LT_20181026_Q09.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,1,6,0,64,1,25,2
AR_PM_PL_LT_20181026_Q10.jpg,26/10/2018,Rocky shore,ARGENTINA,Puerto Madryn,PUNTA LOMA,LOWTIDE,60,-42.78511,-64.95264,0,NIKON COOLPIX AW130,Bigatti,INTERTIDAL,2018,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,1,2,6,3,64,2,22,0
