Name,Annotation status,Annotation area,CNTR,CRB,MOB,SP,WPOT,SU,SC,MAA,MAEN,MAENRC,MAFG,MAFR,MAG,MALCB,MASB,MASG
DSCN8538.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,2.000,0.000,0.000,0.000,1.000,6.000,0.000,0.000,0.000,69.000,0.000,6.000,0.000,16.000
DSCN8539.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,6.000,0.000,0.000,0.000,1.000,4.000,0.000,0.000,3.000,59.000,0.000,0.000,0.000,27.000
DSCN8540.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,6.000,0.000,0.000,0.000,1.000,12.000,0.000,0.000,1.000,46.000,0.000,0.000,0.000,34.000
DSCN8541.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,5.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,1.000,23.000,0.000,4.000,0.000,50.000
DSCN8542.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,5.000,0.000,0.000,0.000,1.000,31.000,0.000,0.000,8.000,22.000,0.000,0.000,0.000,33.000
DSCN8546.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,4.000,0.000,0.000,0.000,4.000,38.000,0.000,0.000,5.000,22.000,0.000,0.000,0.000,27.000
DSCN8547.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,2.000,0.000,0.000,0.000,4.000,47.000,0.000,0.000,9.000,27.000,0.000,0.000,0.000,11.000
DSCN8548.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,1.000,0.000,0.000,0.000,4.000,17.000,0.000,0.000,7.000,33.000,0.000,1.000,0.000,37.000
DSCN8552.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,7.000,0.000,0.000,0.000,2.000,14.000,0.000,0.000,9.000,20.000,0.000,6.000,0.000,42.000
DSCN8553.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,5.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,6.000,27.000,0.000,0.000,0.000,45.000
DSCN8556.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,1.000,95.000,0.000,0.000,0.000,2.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
DSCN8558.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,1.000,98.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DSCN8559.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,1.000,96.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DSCN8560.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,1.000,79.000,0.000,0.000,0.000,9.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
