Name,source,country,site,strata,Label,Cover
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,MOG,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,SP,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,WPOT,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,SC,55
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,Unc,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,MAA,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,MAEC,0
AR_PM_PC_HT_20181105_Q07,visual,AR,PC,HT,MAEF,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,BRY,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,CNCA,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,CNTR,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,CRB,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,MOB,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,MOG,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,SP,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,WPOT,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,SC,81
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,Unc,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,MAA,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,MAEC,0
AR_PM_PC_HT_20181105_Q08,visual,AR,PC,HT,MAEF,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,BRY,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,CNCA,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,CNTR,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,CRB,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,MOB,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,MOG,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,SP,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,WPOT,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,SC,82
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,Unc,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,MAA,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,MAEC,0
AR_PM_PC_HT_20181105_Q09,visual,AR,PC,HT,MAEF,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,BRY,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,CNCA,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,CNTR,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,CRB,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,MOB,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,MOG,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,SP,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,WPOT,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,SC,78
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,Unc,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,MAA,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,MAEC,0
AR_PM_PC_HT_20181105_Q10,visual,AR,PC,HT,MAEF,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,CRB,3
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,MOB,90
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,SC,2
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q01,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,CRB,6
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,MOB,88
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,SC,1
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,MAEC,0
