Name,source,country,site,strata,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,Unc,MAA,MAEC,MAEF,MAEN,MAF,MAG,MALA,MALCB,MAS
EC_SX_CD_LT_20190327_Q02,robot,EC,CD,LT,0,0,0,0,0,0,0,0,94,0,0,0,0,6,0,0,0,0,0
EC_SX_CD_LT_20190327_Q03,robot,EC,CD,LT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_LT_20190327_Q04,robot,EC,CD,LT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_LT_20190327_Q05,robot,EC,CD,LT,0,0,0,0,0,0,0,0,95,0,0,0,0,3,2,0,0,0,0
EC_SX_CD_LT_20190327_Q06,robot,EC,CD,LT,0,0,0,0,0,0,0,0,86,4,0,0,0,7,3,0,0,0,0
EC_SX_CD_LT_20190327_Q07,robot,EC,CD,LT,0,0,0,0,0,0,0,0,87,3,0,0,0,8,2,0,0,0,0
EC_SX_CD_LT_20190327_Q08,robot,EC,CD,LT,0,0,0,0,0,0,0,0,79,0,0,0,0,21,0,0,0,0,0
EC_SX_CD_LT_20190327_Q09,robot,EC,CD,LT,0,0,0,0,0,0,0,0,96,0,0,0,0,1,3,0,0,0,0
EC_SX_CD_LT_20190327_Q10,robot,EC,CD,LT,0,0,0,0,0,0,0,0,84,6,0,0,0,0,10,0,0,0,0
EC_SX_CD_MT_20190327_Q01,robot,EC,CD,MT,0,0,0,0,0,0,0,0,93,0,0,0,0,7,0,0,0,0,0
EC_SX_CD_MT_20190327_Q02,robot,EC,CD,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_MT_20190327_Q03,robot,EC,CD,MT,0,0,0,0,0,0,0,0,98,0,0,0,0,2,0,0,0,0,0
EC_SX_CD_MT_20190327_Q04,robot,EC,CD,MT,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0
EC_SX_CD_MT_20190327_Q05,robot,EC,CD,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_MT_20190327_Q06,robot,EC,CD,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_MT_20190327_Q07,robot,EC,CD,MT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_MT_20190327_Q08,robot,EC,CD,MT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_MT_20190327_Q09,robot,EC,CD,MT,0,0,0,0,0,0,0,1,96,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_MT_20190327_Q10,robot,EC,CD,MT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
EC_SX_RA_HT_20190328_Q01,robot,EC,RA,HT,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0
EC_SX_RA_HT_20190328_Q02,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q03,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q04,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q05,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q06,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q07,robot,EC,RA,HT,0,0,0,0,0,0,0,0,98,0,0,0,0,2,0,0,0,0,0
EC_SX_RA_HT_20190328_Q08,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q09,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_HT_20190328_Q10,robot,EC,RA,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_LT_20190328_Q01,robot,EC,RA,LT,0,0,0,0,0,0,0,0,63,0,0,0,0,2,35,0,0,0,0
EC_SX_RA_LT_20190328_Q02,robot,EC,RA,LT,0,0,0,0,0,0,0,0,95,0,0,0,0,5,0,0,0,0,0
EC_SX_RA_LT_20190328_Q03,robot,EC,RA,LT,0,0,0,2,0,0,0,0,95,0,0,0,0,2,1,0,0,0,0
EC_SX_RA_LT_20190328_Q04,robot,EC,RA,LT,0,0,0,0,0,0,0,0,85,13,0,0,0,1,1,0,0,0,0
EC_SX_RA_LT_20190328_Q05,robot,EC,RA,LT,0,0,0,0,0,0,0,0,87,0,0,0,0,7,6,0,0,0,0
EC_SX_RA_LT_20190328_Q06,robot,EC,RA,LT,0,0,0,0,0,0,0,0,34,0,0,0,0,3,63,0,0,0,0
EC_SX_RA_LT_20190328_Q07,robot,EC,RA,LT,0,0,0,0,0,1,0,0,69,9,0,0,0,10,11,0,0,0,0
EC_SX_RA_LT_20190328_Q08,robot,EC,RA,LT,0,0,0,0,0,0,0,0,61,2,0,0,0,0,37,0,0,0,0
EC_SX_RA_LT_20190328_Q09,robot,EC,RA,LT,0,0,0,2,0,0,0,0,93,0,0,0,0,0,5,0,0,0,0
EC_SX_RA_LT_20190328_Q10,robot,EC,RA,LT,0,0,0,1,0,0,0,0,19,0,0,0,0,0,80,0,0,0,0
EC_SX_RA_MT_20190328_Q01,robot,EC,RA,MT,0,0,0,0,0,0,0,0,29,0,0,0,0,0,71,0,0,0,0
EC_SX_RA_MT_20190328_Q02,robot,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_MT_20190328_Q03,robot,EC,RA,MT,0,0,0,0,0,0,0,0,62,2,0,0,0,1,35,0,0,0,0
EC_SX_RA_MT_20190328_Q04,robot,EC,RA,MT,0,0,0,0,0,0,0,0,92,0,0,0,0,5,3,0,0,0,0
EC_SX_RA_MT_20190328_Q05,robot,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_MT_20190328_Q06,robot,EC,RA,MT,0,0,0,0,0,0,0,0,95,0,0,0,0,3,2,0,0,0,0
EC_SX_RA_MT_20190328_Q07,robot,EC,RA,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_RA_MT_20190328_Q08,robot,EC,RA,MT,0,0,0,0,0,0,0,0,50,0,0,0,0,5,45,0,0,0,0
EC_SX_RA_MT_20190328_Q09,robot,EC,RA,MT,0,0,0,0,0,0,0,0,30,0,0,0,0,0,70,0,0,0,0
EC_SX_RA_MT_20190328_Q10,robot,EC,RA,MT,0,0,0,0,0,0,0,0,54,0,0,0,0,1,45,0,0,0,0
EC_SX_TO_HT_20190329_Q01,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q02,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q03,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q04,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q05,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q06,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q07,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q08,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q09,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_HT_20190329_Q10,robot,EC,TO,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_TO_LT_20190329_Q01,robot,EC,TO,LT,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0
EC_SX_TO_LT_20190329_Q02,robot,EC,TO,LT,0,0,0,0,0,0,0,0,77,0,0,0,0,23,0,0,0,0,0
EC_SX_TO_LT_20190329_Q03,robot,EC,TO,LT,0,0,0,0,0,0,0,0,82,1,0,0,0,17,0,0,0,0,0
EC_SX_TO_LT_20190329_Q04,robot,EC,TO,LT,0,0,0,0,0,0,0,0,90,2,0,0,0,7,1,0,0,0,0
EC_SX_TO_LT_20190329_Q05,robot,EC,TO,LT,0,0,0,1,0,0,0,0,82,0,0,0,0,17,0,0,0,0,0
EC_SX_TO_LT_20190329_Q06,robot,EC,TO,LT,0,0,0,0,0,1,0,0,67,2,0,0,0,29,1,0,0,0,0
EC_SX_TO_LT_20190329_Q07,robot,EC,TO,LT,0,0,0,0,0,0,0,0,85,0,0,0,0,15,0,0,0,0,0
EC_SX_TO_LT_20190329_Q08,robot,EC,TO,LT,0,0,0,0,0,0,0,0,89,4,0,0,0,7,0,0,0,0,0
EC_SX_TO_LT_20190329_Q09,robot,EC,TO,LT,0,0,0,0,0,0,0,0,85,6,0,0,0,9,0,0,0,0,0
EC_SX_TO_LT_20190329_Q10,robot,EC,TO,LT,0,0,0,1,0,0,0,0,92,1,0,0,0,4,2,0,0,0,0
EC_SX_TO_MT_20190329_Q01,robot,EC,TO,MT,0,0,0,0,0,0,0,0,83,0,0,0,0,17,0,0,0,0,0
EC_SX_TO_MT_20190329_Q02,robot,EC,TO,MT,0,0,0,0,0,0,0,0,81,1,0,0,0,18,0,0,0,0,0
EC_SX_TO_MT_20190329_Q03,robot,EC,TO,MT,0,0,0,0,0,0,0,0,43,0,0,0,0,57,0,0,0,0,0
EC_SX_TO_MT_20190329_Q04,robot,EC,TO,MT,0,0,0,0,0,0,0,0,18,1,0,0,0,76,5,0,0,0,0
EC_SX_TO_MT_20190329_Q05,robot,EC,TO,MT,0,0,0,0,0,0,0,0,60,0,0,0,0,40,0,0,0,0,0
EC_SX_TO_MT_20190329_Q06,robot,EC,TO,MT,0,0,0,0,0,0,0,0,68,0,0,0,0,32,0,0,0,0,0
EC_SX_TO_MT_20190329_Q07,robot,EC,TO,MT,0,0,0,0,0,0,0,0,62,0,0,0,0,38,0,0,0,0,0
EC_SX_TO_MT_20190329_Q08,robot,EC,TO,MT,0,0,0,0,0,0,0,0,53,0,0,0,0,47,0,0,0,0,0
EC_SX_TO_MT_20190329_Q09,robot,EC,TO,MT,0,0,0,0,0,0,0,0,75,0,0,0,0,25,0,0,0,0,0
EC_SX_TO_MT_20190329_Q10,robot,EC,TO,MT,0,0,0,0,0,0,0,0,56,0,0,0,0,43,1,0,0,0,0
USMAMH201807_138_low_(2),robot,US,MAMH,MT,0,0,0,1,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0
USMAMH201807_139_low_(2),robot,US,MAMH,MT,0,0,0,3,0,0,0,0,4,1,0,92,0,0,0,0,0,0,0
USMAMH201807_419_low_(2),robot,US,MAMH,MT,0,0,0,9,1,0,0,0,9,0,0,80,0,1,0,0,0,0,0
USMAMH201807_445_high_(3),robot,US,MAMH,HT,0,0,0,6,0,1,0,0,82,0,0,11,0,0,0,0,0,0,0
USMAMH201807_503_high_(3),robot,US,MAMH,HT,0,0,0,0,0,0,0,0,3,0,0,96,0,1,0,0,0,0,0
USMAMH201807_518_low_(2),robot,US,MAMH,MT,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
USMAMH201807_552_low_(2),robot,US,MAMH,MT,0,0,0,18,2,2,0,0,7,0,0,71,0,0,0,0,0,0,0
USMAMH201807_592_low_(2),robot,US,MAMH,MT,0,0,0,0,0,0,0,0,2,0,0,94,0,3,0,0,1,0,0
USMAMH201807_593_low_(2),robot,US,MAMH,MT,0,0,0,6,0,0,0,0,25,0,0,52,0,17,0,0,0,0,0
USMAMH201807_594_low_(3),robot,US,MAMH,MT,0,0,0,30,2,0,0,0,10,0,0,54,0,3,1,0,0,0,0
USMAMH201807_595_high_(3),robot,US,MAMH,HT,0,0,0,4,0,0,0,0,19,0,0,75,0,2,0,0,0,0,0
USMAMH201807_596_low_(2),robot,US,MAMH,MT,0,0,0,26,0,0,0,0,49,0,0,19,0,6,0,0,0,0,0
USMAMH201807_598_high_(2),robot,US,MAMH,HT,0,0,0,0,0,1,0,0,2,0,0,92,0,2,3,0,0,0,0
USMAMH201807_599_high_(3),robot,US,MAMH,HT,0,0,0,0,0,0,0,0,0,1,0,97,0,1,1,0,0,0,0
USMAMH201807_600_high_(3),robot,US,MAMH,HT,0,0,0,17,0,1,0,0,69,0,0,13,0,0,0,0,0,0,0
USMAMH201905_139_low_(3),robot,US,MAMH,MT,0,0,0,5,2,2,0,0,6,0,0,83,0,2,0,0,0,0,0
USMAMH201905_442_high_(2),robot,US,MAMH,HT,0,0,0,2,0,4,0,0,91,0,0,3,0,0,0,0,0,0,0
USMAMH201905_445_high_(3),robot,US,MAMH,HT,0,0,0,6,0,1,0,0,78,0,0,15,0,0,0,0,0,0,0
USMAMH201905_466_high_(2),robot,US,MAMH,HT,0,0,0,0,2,0,0,0,3,0,0,85,0,0,10,0,0,0,0
USMAMH201905_503_high_(2),robot,US,MAMH,HT,0,0,0,10,0,1,0,0,6,0,0,78,0,5,0,0,0,0,0
USMAMH201905_552_low_(5),robot,US,MAMH,MT,0,0,0,22,34,3,0,0,13,0,0,26,0,1,1,0,0,0,0
USMAMH201905_596_low_(3),robot,US,MAMH,MT,0,0,0,11,0,1,0,0,79,0,0,9,0,0,0,0,0,0,0
USMAMH201905_598_high_(3),robot,US,MAMH,HT,0,0,0,19,2,0,0,0,34,0,0,15,0,30,0,0,0,0,0
USMAMH201905_599_high_(3),robot,US,MAMH,HT,0,0,0,20,0,0,0,0,9,2,0,66,0,3,0,0,0,0,0
USMAMH201905_600_high_(2),robot,US,MAMH,HT,0,0,0,8,0,3,0,0,74,0,0,12,0,3,0,0,0,0,0
USMAPH201807_405_low_(4),robot,US,MAPH,MT,0,0,0,11,6,0,0,0,9,0,0,74,0,0,0,0,0,0,0
USMAPH201807_422_high_,robot,US,MAPH,HT,0,0,0,23,11,1,0,0,31,0,0,33,0,1,0,0,0,0,0
USMAPH201807_426_high_,robot,US,MAPH,HT,0,0,0,16,16,0,0,0,21,0,0,47,0,0,0,0,0,0,0
USMAPH201807_428_high_(2),robot,US,MAPH,HT,0,0,0,16,0,0,0,0,1,0,0,83,0,0,0,0,0,0,0
USMAPH201807_441_low_(2),robot,US,MAPH,MT,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
USMAPH201807_444_low_(2),robot,US,MAPH,MT,0,0,0,33,0,0,0,0,34,0,0,33,0,0,0,0,0,0,0
USMAPH201807_450_low_(1),robot,US,MAPH,MT,0,0,0,20,3,0,0,0,57,0,0,20,0,0,0,0,0,0,0
USMAPH201807_461_low_(2),robot,US,MAPH,MT,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
USMAPH201807_483_high_(4),robot,US,MAPH,HT,0,0,0,33,0,0,0,0,5,0,0,59,0,1,2,0,0,0,0
USMAPH201807_494_low_(1),robot,US,MAPH,MT,0,0,0,25,0,1,0,0,11,0,0,63,0,0,0,0,0,0,0
USMAPH201807_499_high_,robot,US,MAPH,HT,0,0,0,17,12,4,0,0,44,0,0,22,0,1,0,0,0,0,0
USMAPH201807_529_high_,robot,US,MAPH,HT,0,0,0,20,8,0,0,0,15,0,0,57,0,0,0,0,0,0,0
USMAPH201905_422_high_(2),robot,US,MAPH,HT,0,0,0,10,0,0,0,0,2,2,0,81,0,0,0,0,5,0,0
USMAPH201905_426_high_(2),robot,US,MAPH,HT,0,0,0,40,9,0,0,0,19,0,0,21,0,11,0,0,0,0,0
USMAPH201905_441_low_(2),robot,US,MAPH,MT,0,0,0,6,0,2,0,0,14,0,0,77,0,1,0,0,0,0,0
USMAPH201905_450_low_(2),robot,US,MAPH,MT,0,0,0,34,1,0,0,0,31,0,0,33,0,0,1,0,0,0,0
USMAPH201905_455_low_(2),robot,US,MAPH,MT,0,0,0,26,1,0,0,0,14,1,0,48,0,10,0,0,0,0,0
USMAPH201905_461_low_(3),robot,US,MAPH,MT,0,0,0,60,0,4,0,0,13,0,0,23,0,0,0,0,0,0,0
USMAPH201905_469_high_(2),robot,US,MAPH,HT,0,0,0,21,0,3,0,0,67,0,0,9,0,0,0,0,0,0,0
USMAPH201905_494_low_(2),robot,US,MAPH,MT,0,0,0,14,0,0,0,0,1,4,0,79,0,2,0,0,0,0,0
USMAPH201905_499_high_(2),robot,US,MAPH,HT,0,0,0,38,4,4,0,0,25,5,0,21,0,0,3,0,0,0,0
USMECH201808_190_low_(2),robot,US,MECH,MT,0,0,0,41,0,0,0,0,3,0,0,52,0,4,0,0,0,0,0
USMECH201808_191_low_(2),robot,US,MECH,MT,0,0,0,10,3,0,0,0,5,0,0,74,0,0,3,0,5,0,0
USMECH201808_192_low_(2),robot,US,MECH,MT,0,0,0,20,1,0,0,0,3,0,0,75,0,1,0,0,0,0,0
USMECH201808_195_low_(3),robot,US,MECH,MT,0,0,0,85,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0
USMECH201808_198_high_(2),robot,US,MECH,HT,0,0,0,0,0,1,0,0,1,0,0,98,0,0,0,0,0,0,0
USMECH201808_564_low_(3),robot,US,MECH,MT,0,0,0,13,0,1,0,0,7,0,0,78,0,1,0,0,0,0,0
USMECH201905_190_low_(2),robot,US,MECH,MT,0,0,0,24,0,0,0,0,3,0,0,73,0,0,0,0,0,0,0
USMECH201905_191_low_(2),robot,US,MECH,MT,0,0,0,35,3,0,0,0,15,0,0,44,0,0,1,0,2,0,0
USMECH201905_192_low_(2),robot,US,MECH,MT,0,0,0,56,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
USMECH201905_193_low_(3),robot,US,MECH,MT,0,0,0,24,3,4,0,0,3,0,0,53,0,12,1,0,0,0,0
USMECH201905_194_low_(2),robot,US,MECH,MT,0,0,0,76,2,1,0,0,3,0,0,18,0,0,0,0,0,0,0
USMECH201905_195_low_(2),robot,US,MECH,MT,0,0,0,93,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
USMECH201905_196_high_(2),robot,US,MECH,HT,0,0,0,48,0,1,0,0,31,0,0,18,0,1,0,0,1,0,0
USMECH201905_198_high_(2),robot,US,MECH,HT,0,0,0,11,0,0,0,0,26,0,0,56,0,5,0,0,2,0,0
USMECH201905_199_high_(2),robot,US,MECH,HT,0,0,0,25,0,2,0,0,29,0,0,28,0,9,0,0,5,0,2
USMECH201905_200_high_(2),robot,US,MECH,HT,0,0,0,9,0,0,0,0,5,0,0,15,0,3,2,0,4,0,62
USMECH201905_564_low_(1),robot,US,MECH,MT,0,0,0,51,0,0,0,0,1,0,0,47,0,1,0,0,0,0,0
USMEGS201807_107_low_(3),robot,US,MEGS,MT,0,0,0,18,0,8,0,0,43,0,0,22,0,2,1,0,6,0,0
USMEGS201807_133_low_(2),robot,US,MEGS,MT,0,0,0,1,1,1,0,0,8,0,0,86,0,3,0,0,0,0,0
USMEGS201807_134_high_(3),robot,US,MEGS,HT,0,0,0,40,0,0,0,0,1,0,0,59,0,0,0,0,0,0,0
USMEGS201807_135_high_(3),robot,US,MEGS,HT,0,0,0,55,0,2,0,0,5,0,0,38,0,0,0,0,0,0,0
USMEGS201807_159_high_(2),robot,US,MEGS,HT,0,0,0,3,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0
USMEGS201807_160_high_(2),robot,US,MEGS,HT,0,0,0,10,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0
USMEGS201807_166_high_(2),robot,US,MEGS,HT,0,0,0,82,1,1,0,0,7,0,0,9,0,0,0,0,0,0,0
USMEGS201807_186_high_(2),robot,US,MEGS,HT,0,0,0,41,0,0,0,0,19,0,0,40,0,0,0,0,0,0,0
USMEGS201807_187_high_(2),robot,US,MEGS,HT,0,0,0,91,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
USMEGS201807_94_low_(2),robot,US,MEGS,MT,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
USMEGS201807_98_low_(3),robot,US,MEGS,MT,0,0,0,11,0,1,0,0,2,0,0,86,0,0,0,0,0,0,0
USMEGS201807_99_low_(2),robot,US,MEGS,MT,0,0,0,9,1,0,0,0,5,0,0,85,0,0,0,0,0,0,0
USMEGS201808_107_low_(3),robot,US,MEGS,MT,0,0,0,15,1,0,0,0,63,0,0,21,0,0,0,0,0,0,0
USMEGS201808_133_low_(4),robot,US,MEGS,MT,0,0,0,0,0,2,0,0,15,0,0,83,0,0,0,0,0,0,0
USMEGS201808_134_high_(2),robot,US,MEGS,HT,0,0,0,9,0,0,0,0,1,0,0,90,0,0,0,0,0,0,0
USMEGS201808_135_high_(2),robot,US,MEGS,HT,0,0,0,26,0,0,0,0,5,0,0,69,0,0,0,0,0,0,0
USMEGS201808_159_high_(2),robot,US,MEGS,HT,0,0,0,5,0,0,0,0,2,0,0,93,0,0,0,0,0,0,0
USMEGS201808_160_high_(2),robot,US,MEGS,HT,0,0,0,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,0
USMEGS201808_165_high_(3),robot,US,MEGS,HT,0,0,0,82,0,1,0,0,13,0,0,4,0,0,0,0,0,0,0
USMEGS201808_166_high_(2),robot,US,MEGS,HT,0,0,0,84,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0
USMEGS201808_186_high_(1),robot,US,MEGS,HT,0,0,0,5,0,0,0,0,2,0,0,93,0,0,0,0,0,0,0
USMEGS201808_94_low_(2),robot,US,MEGS,MT,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
USMEGS201808_99_low_(3),robot,US,MEGS,MT,0,0,0,40,0,4,0,0,21,0,0,35,0,0,0,0,0,0,0
USMEGS201905_107_low_(2),robot,US,MEGS,MT,0,0,0,39,0,1,0,0,26,0,0,31,0,1,0,0,2,0,0
USMEGS201905_134_high_(3),robot,US,MEGS,HT,0,0,0,19,0,0,0,0,5,0,0,73,0,3,0,0,0,0,0
USMEGS201905_160_high_(2),robot,US,MEGS,HT,0,0,0,18,0,0,0,0,1,0,0,80,0,1,0,0,0,0,0
USMEGS201905_165_high_(2),robot,US,MEGS,HT,0,0,0,64,0,2,0,0,9,0,0,24,0,1,0,0,0,0,0
USMEGS201905_187_high_(2),robot,US,MEGS,HT,0,0,0,89,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0
USMEGS201905_99_low_(2),robot,US,MEGS,MT,0,0,0,15,0,2,0,0,7,0,0,76,0,0,0,0,0,0,0
