Name,source,country,site,strata,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,Unc,MAA,MAEC,MAEF,MAEN,MAF,MAG,MALA,MALCB,MAS
AR_PM_PE_MT_20181025_Q05,robot,AR,PE,MT,0,0,0,6,75,0,0,0,5,0,1,0,0,10,3,0,0,0,0
AR_PM_PE_MT_20181025_Q06,robot,AR,PE,MT,0,0,0,0,82,0,0,0,6,0,5,0,0,3,4,0,0,0,0
AR_PM_PE_MT_20181025_Q07,robot,AR,PE,MT,0,0,0,2,93,0,0,0,1,0,1,0,0,2,1,0,0,0,0
AR_PM_PE_MT_20181025_Q08,robot,AR,PE,MT,0,0,0,1,85,0,0,0,8,0,0,0,0,5,1,0,0,0,0
AR_PM_PE_MT_20181025_Q09,robot,AR,PE,MT,0,0,0,1,96,0,0,0,3,0,0,0,0,0,0,0,0,0,0
AR_PM_PE_MT_20181025_Q10,robot,AR,PE,MT,0,0,0,0,93,0,0,0,1,0,4,0,0,0,2,0,0,0,0
AR_PM_PL_HT_20181026_Q01,robot,AR,PL,HT,0,0,0,0,0,0,0,0,78,0,0,0,0,0,22,0,0,0,0
AR_PM_PL_HT_20181026_Q02,robot,AR,PL,HT,0,0,0,0,0,0,0,0,85,0,0,0,0,0,15,0,0,0,0
AR_PM_PL_HT_20181026_Q03,robot,AR,PL,HT,0,0,0,0,0,0,0,0,92,0,0,0,0,0,8,0,0,0,0
AR_PM_PL_HT_20181026_Q04,robot,AR,PL,HT,0,0,0,0,0,0,0,0,86,0,0,0,0,0,14,0,0,0,0
AR_PM_PL_HT_20181026_Q05,robot,AR,PL,HT,0,0,0,0,0,0,0,0,84,0,0,0,0,0,16,0,0,0,0
AR_PM_PL_HT_20181026_Q06,robot,AR,PL,HT,0,0,0,0,0,0,0,0,65,0,0,0,0,0,35,0,0,0,0
AR_PM_PL_HT_20181026_Q07,robot,AR,PL,HT,0,0,0,0,0,0,0,0,47,0,0,0,0,0,53,0,0,0,0
AR_PM_PL_HT_20181026_Q08,robot,AR,PL,HT,0,0,0,0,0,0,0,0,25,0,0,0,0,0,75,0,0,0,0
AR_PM_PL_HT_20181026_Q09,robot,AR,PL,HT,0,0,0,0,0,0,0,0,37,0,0,0,0,0,63,0,0,0,0
AR_PM_PL_HT_20181026_Q10,robot,AR,PL,HT,0,0,0,0,0,0,0,0,62,0,0,0,0,0,38,0,0,0,0
AR_PM_PL_LT_20181026_Q01,robot,AR,PL,LT,0,0,0,0,1,0,0,0,1,0,18,0,0,1,5,0,0,14,60
AR_PM_PL_LT_20181026_Q02,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,0,18,0,0,0,14,0,0,5,62
AR_PM_PL_LT_20181026_Q03,robot,AR,PL,LT,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,83
AR_PM_PL_LT_20181026_Q04,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,0,6,0,0,1,11,0,0,9,72
AR_PM_PL_LT_20181026_Q05,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,1,21,0,0,1,10,0,0,0,66
AR_PM_PL_LT_20181026_Q06,robot,AR,PL,LT,0,0,0,0,0,0,0,0,1,1,27,0,0,1,7,0,0,1,62
